text,label
great job 😏 totallyyy heplfulll,Sarcastic
love that for me 🙃 ottally helpflu,Sarcastic
lol thisss is lit 🥳,Positive
idk this is great 😁,Positive
fr thisssss is annoyinggg 😒,Negative
bro it was standard 🫤,Neutral
ngl this is bad 😞,Negative
yeah sure 😂 totallyyyyy helpful,Sarcastic
lowkey this is great 🔥,Positive
idk this is solid ❤️,Positive
idk thissss is awesome 🥳,Positive
justtt perefct 😏 totally helpful,Sarcastic
love that for me 😂 totally helpful,Sarcastic
bro this is rtash 😞,Negative
wow amazing 👏 totallyyyyy helpfulll,Sarcastic
lowkey it was okay 🫤,Neutral
tbh thisss is worsttt 😞,Negative
idk this is fantastic ✨,Positive
ihghkey this is solid ✨,Positive
idk thisssss is terrible 😭,Negative
bro this is bad 😒,Negative
ngl it was regualr 🤷,Neutral
idk this is trash 💔,Negative
tbh it was normal 😐,Neutral
fr this is terrilbeeee 😞,Negative
ngl this is awesoem ❤️,Positive
justtt perfect 😒 toatlly helpful,Sarcastic
lowkey this is terribleeee 😠,Negative
omg this is annoying 💔,Negative
highkey it was standarddddd 🫤,Neutral
omg this is amazing 🔥,Positive
omg thissss is great 🥳,Positive
omg it was regularrr 😐,Neutral
lowkeyyyyy this is perfect ✨,Positive
best ever 😒 totallyyy helpful,Sarcastic
lol it was fineeee 🤷,Neutral
wow amazing 👏 totallyyy helpfulllll,Sarcastic
great job 😒 totally helfpul,Sarcastic
bro thisss is fantasticcc ❤️,Positive
tbh it was okayyyyy 🤷,Neutral
lowkeyyyyy thissss is trash 😞,Negative
idk thissss is trash 😠,Negative
idk it was average 🫤,Neutral
just pefrecttttt 😂 totalyl helpful,Sarcastic
lol this is fantastic 😁,Positive
lol this is solid ❤️,Positive
idk this is trahs 😠,Negative
tbh it was standard 🙂,Neutral
bro it was normal 🤷,Neutral
idk thissss is perfect 😁,Positive
fr this is solid 🥳,Positive
ngl thisssss is worst 😞,Negative
love thatttt for me 😒 totallyyyyy helpfullll,Sarcastic
omg this is great 🔥,Positive
tbh it was avreage 😐,Neutral
fr thsissss is fantasticcccc 😁,Positive
idk thissss is pathetic 😒,Negative
lowkey thisss is rgeat 😁,Positive
loveee that for me 🙃 totally helpful,Sarcastic
yeah sureeeee 😏 totally helpful,Sarcastic
lowkeyyyy thissss is trash 😭,Negative
lowkey it was okay 🤷,Neutral
higheky this is annoyign 😠,Negative
fr this is soliddddd 😍,Positive
ngl it was regular 🙂,Neutral
bro it was okayyyy 🙂,Neutral
lol it was normal 🫤,Neutral
love thtatttt for me 🙄 totally helpful,Sarcastic
lowkey it was standard 🤷,Neutral
best ever 🙄 totallyyyy helpfullll,Sarcastic
lwokey it was fine 🫤,Neutral
wow aamzingggg 🙄 totallyyyyy helpfulllll,Sarcastic
fr this is perfect 😍,Positive
best ever 😂 totally helpfullll,Sarcastic
ngl it was normla 🙂,Neutral
best everrr 😂 totally helpful,Sarcastic
wow amzaing 👏 totallyyyy helpful,Sarcastic
idk this is pathetic 😡,Negative
highkey it was standarddddd 😐,Neutral
fr this is wrostttt 😒,Negative
lowkeyyy it was okay 😐,Neutral
omg this is annoyign 😒,Negative
omg thisss is pathetic 😒,Negative
tbh this is lit 🥳,Positive
tbh this is annoying 😡,Negative
geratttt job 👏 totally ehlpfulll,Sarcastic
lol it was okay 🙂,Neutral
bro thissss is fantastic 😍,Positive
yeah sure 😒 totallyyyyy helpfulllll,Sarcastic
lowkey this is perfect ❤️,Positive
idk thisssss is pathetic 😭,Negative
yeah sure 🙃 totallyyyyy helpufl,Sarcastic
bestttt ever 👏 totally helpful,Sarcastic
lol this is fantasticcc 😄,Positive
omg it was standardddd 🫤,Neutral
highkey it was okay 🙂,Neutral
best everrrrr 🙄 totally helpful,Sarcastic
omg it was standard 🫤,Neutral
yeah sureeeee 😒 totally ehlpfulll,Sarcastic
yeahhhhh sure 🙃 totally helpufl,Sarcastic
love thatttt for me 🙄 totallyyy helpfulll,Sarcastic
highkey this is annoying 💔,Negative
tbh thissss is great 😍,Positive
lwokey this is bad 💔,Negative
justtt perfecttt 🙃 totallyyy helpful,Sarcastic
just perfecttt 😂 totallyyy helpful,Sarcastic
idk this is pathetic 💔,Negative
tbh it was ergular 🙂,Neutral
ihghkeyyyy this is awesoem 🤩,Positive
lowkeyyy it was normal 🫤,Neutral
besttttt ever 👏 ttoally helpfullll,Sarcastic
justtttt perfect 😒 totally helpful,Sarcastic
tbh this is great ❤️,Positive
jsutttt perfect 🙃 totally helpfulll,Sarcastic
best everrrr 😏 totally helpful,Sarcastic
bro thissss is perfect 🤩,Positive
fr this is perfecttttt 🔥,Positive
fr this is annoyingggg 😤,Negative
lol this is bad 👎,Negative
wow amazing 😒 totallyyy helpfulll,Sarcastic
ngl thissss is awfulllll 💔,Negative
highkeyyyy it was fine 🤷,Neutral
bro it was fineee 🫤,Neutral
fr this is awesome 🥳,Positive
omg this is terrible 😡,Negative
ngl this is terrible 😡,Negative
fr this is awful 😤,Negative
fr it was fineeee 🤷,Neutral
wow amazing 😏 totally helpfullll,Sarcastic
wow amazing 😏 totallyyyyy helpful,Sarcastic
higheky it was regular 😐,Neutral
idk it was normalllll 🫤,Neutral
ngl this is rgeat 🥳,Positive
idk this is soild 😁,Positive
fr it was regular 🤷,Neutral
idk this is bad 😭,Negative
omg this is annoying 😞,Negative
lowkeyyyy it was fineee 🙂,Neutral
fr this is wrost 😭,Negative
lowkey this is solid ❤️,Positive
lol thisss is awesomeee ✨,Positive
bro this is perfecttttt 😍,Positive
idk this is annoying 👎,Negative
omg this is trahs 😞,Negative
yeah sureeee 🙃 totally helpfullll,Sarcastic
fr thisssss is fantastic 🔥,Positive
lol it was averageee 🤷,Neutral
omg this is greattt 🔥,Positive
idk it was averageeee 🤷,Neutral
lowkeyyyyy thissss is annoyinggggg 😒,Negative
best ever 😂 toatlly helpful,Sarcastic
wow amazing 👏 totally helpful,Sarcastic
omg thisssss is solid 🔥,Positive
tbh it was vaerageeee 😐,Neutral
yeahhh sure 👏 totally helpful,Sarcastic
tbh this is trashhh 👎,Negative
ngl this is pathetic 😠,Negative
lowkeyyy this is trash 😡,Negative
fr it was standadr 😐,Neutral
ngl this is soliddddd ❤️,Positive
yeah sure 🙃 totally hlepful,Sarcastic
fr it was fine 🤷,Neutral
besttttt ever 😂 totally helpful,Sarcastic
yaehhhh sureee 😂 totallyyyy helpfullll,Sarcastic
omg it was averageee 😐,Neutral
highkeyyy it was fineee 🙂,Neutral
tbh this is trashhhhh 😒,Negative
yeah sure 🙄 ttoally helpful,Sarcastic
yehahh sure 🙃 totally helpful,Sarcastic
lowkey this is awful 😠,Negative
bro thisss is solid ❤️,Positive
ngl this is terribleee 😞,Negative
best ever 🙃 ottally helpfullll,Sarcastic
omg thissss is perfect 🔥,Positive
love that for me 😒 totally heplfulllll,Sarcastic
ngl thisssss is patheticccc 😤,Negative
hihgkey this is perfect 😍,Positive
tbh this is solid ❤️,Positive
just perfectttt 😏 totally helpful,Sarcastic
bro this is amazing 😄,Positive
idk thisss is soldidddd 😁,Positive
best ever 👏 totallyyyy helfpullll,Sarcastic
highkey it was standardddd 🙂,Neutral
yeah sure 😒 totally helpful,Sarcastic
omg it was averageeee 😐,Neutral
fr it was avergaeee 🤷,Neutral
love that for me 🙃 ttoallyyy helpfullll,Sarcastic
idk it was standard 🤷,Neutral
highkey tihsss is worstttt 👎,Negative
idk thissss is waful 😡,Negative
fr it was regular 🙂,Neutral
lol it was aveargeeee 🫤,Neutral
highkey this is greattt 🔥,Positive
omg it was averageeee 🫤,Neutral
highkeyyy tihsssss is fantasticcc 🔥,Positive
omg this is amazing 😍,Positive
idk thisss is trashhhhh 💔,Negative
lol this is lit 🤩,Positive
highkey thissss is soliddddd 😍,Positive
omg this is worst 😡,Negative
idk thisssss is great ✨,Positive
tbh it was okayyy 😐,Neutral
bro it was average 😐,Neutral
highkey this is fantasticcc 🥳,Positive
idk thisss is trash 😤,Negative
lowkey this is bad 😒,Negative
fr it was normalll 🤷,Neutral
love that for me 🙃 totally helfpul,Sarcastic
ngl this is bad 😡,Negative
lowkeyyyy thisssss is wrost 👎,Negative
best ever 😏 totallyyyyy helpful,Sarcastic
highkey tihsssss is solid ✨,Positive
fr thissss is awfullll 😭,Negative
loweky this is wosrt 😡,Negative
highkey this is annoyinggggg 😤,Negative
bro this is worst 😤,Negative
wow amazing 🙄 totally helpfullll,Sarcastic
ngl thissss is terribleeeee 💔,Negative
hihgkey it was fine 🤷,Neutral
lowkey it was regularrrrr 🤷,Neutral
best everrrrr 👏 totallyyy helpful,Sarcastic
higkhey it was average 😐,Neutral
rgeat job 😒 totally helpful,Sarcastic
bro thisssss is patehticccc 😒,Negative
idk thisssss is fantastic ❤️,Positive
bro it was noraml 🤷,Neutral
fr thissss is lit 😁,Positive
lol it was standarddd 🙂,Neutral
ngl thisss is sloid ✨,Positive
justttt pefrect 😂 totally helpfulll,Sarcastic
greattttt job 🙃 totally helpful,Sarcastic
fr thissss is bad 😞,Negative
yeahhhh sure 😂 totally helpful,Sarcastic
fr it was regular 😐,Neutral
yeahhhhh sureeeee 😒 totallyyyy helpful,Sarcastic
wow amazing 🙄 totallyyyyy helpful,Sarcastic
fr this is amazing 🥳,Positive
ngl thisss is afntastic 🥳,Positive
yeah sureeeee 👏 totallyyyy helpful,Sarcastic
omg thisssss is awful 💔,Negative
idk this is trash 😞,Negative
tbh this is terrible 💔,Negative
highkey it was average 😐,Neutral
lol this is lit ✨,Positive
fr it was rgeularrr 🙂,Neutral
lol this is amazing 😍,Positive
just perfectttt 👏 ottallyyy helpful,Sarcastic
idk this is solid 😁,Positive
graet job 👏 totally helpfullll,Sarcastic
highkey it was regularrr 😐,Neutral
bro this is pathetic 😞,Negative
highkeyyy this is fantastic ✨,Positive
wow amaznig 🙃 totally helpful,Sarcastic
idk this is amazinggg 🔥,Positive
omg this is annoyinggggg 💔,Negative
bro this is lit 🤩,Positive
lowkeyyyy it was regularrrrr 🫤,Neutral
lokwey it was normalll 🤷,Neutral
wow amazing 👏 totally heplful,Sarcastic
lowkeyyy this is perfecttttt 🥳,Positive
great job 😂 totally helpuflll,Sarcastic
ngl thisss is awful 😭,Negative
bro it was normalll 🫤,Neutral
love thattt for me 😒 totally hlepful,Sarcastic
bro it was averaeg 🤷,Neutral
bro it was fine 🙂,Neutral
ngl this is great 😄,Positive
just perfect 🙃 totallyyyy helpful,Sarcastic
bro this is anonyingggg 😠,Negative
tbh this is amazing 😍,Positive
loveeeee that for me 😏 totally helpful,Sarcastic
idk thisss is pathetic 💔,Negative
justtt perfecttttt 🙄 totallyyyy helpfulll,Sarcastic
omg this is terrible 💔,Negative
bro thissss is solid 😄,Positive
lowkey thisss is patheticccc 😤,Negative
wow amazinggg 👏 totally helpful,Sarcastic
lowkeyyy thissss is lit 😍,Positive
eyahhhhh sure 😏 totally helpful,Sarcastic
ngl this is perfectttt 🤩,Positive
bro this is amaizng ✨,Positive
fr this is awfullll 👎,Negative
highkeyyyy thissss is lit 🔥,Positive
lol this is awful 😠,Negative
idk this is terrbileeeee 😤,Negative
bro this is solid 😄,Positive
lowkey thisss is perfect ✨,Positive
bro it was regular 😐,Neutral
highkey thisssss is aamzing ✨,Positive
tbh this is lit ✨,Positive
tbh this is trash 😡,Negative
lowkyeyy this is trash 👎,Negative
highkeyyy it was fineee 🤷,Neutral
justtttt perfect 🙄 totallyyyy helpful,Sarcastic
yeahhhh sure 😏 totally helpful,Sarcastic
tbh this is patheticcc 😤,Negative
justttt perfect 👏 totally helpfulllll,Sarcastic
bro thsissss is annyoing 😠,Negative
omg thisss is amazinggg 😁,Positive
justttt perfect 😒 totally helpfulll,Sarcastic
lol this is maazing 😁,Positive
bro this is perfect 😄,Positive
idk this is terribleeeee 😡,Negative
best ever 🙃 totally helpfullll,Sarcastic
gerattt job 😂 totally helpful,Sarcastic
lol this is trashhh 😠,Negative
bro it was standard 😐,Neutral
great job 👏 ttoallyyyy helpfulllll,Sarcastic
lol this is awful 😞,Negative
idk thissss is lit 😁,Positive
best ever 👏 totallyyyy helpfulllll,Sarcastic
lol this is lit 🥳,Positive
ngl it was regular 🤷,Neutral
love that for me 🙃 totallyyy helpfulllll,Sarcastic
ngl this is annoyingggg 😤,Negative
best ever 😏 totallyyyy helpful,Sarcastic
loveeeee that for me 👏 totallyyyyy helpfullll,Sarcastic
ngl this is pathetic 😤,Negative
yeah sureeeee 🙃 totalyl helpful,Sarcastic
highkey thisss is awful 👎,Negative
yeah sure 😂 totallyyyy heplful,Sarcastic
idk this is amazinggg 🥳,Positive
ngl it was standard 🙂,Neutral
ihghkey thisssss is fantastic 🤩,Positive
ngl thissss is worst 😤,Negative
bro thisssss is lit ✨,Positive
lowkey it was regular 🙂,Neutral
yeah sure 🙃 totalyl helpful,Sarcastic
fr it was average 😐,Neutral
tbh thissss is owrst 😡,Negative
fr this is awseome 🥳,Positive
idk thisssss is fantastic 🤩,Positive
lokwey thisssss is soldidddd 😍,Positive
great job 😒 totally helpfulll,Sarcastic
highkeyyyyy it was normalllll 🤷,Neutral
fr it was oakyyy 🤷,Neutral
lol thissss is wrost 😭,Negative
hihgkey this is solid 😍,Positive
omg it was regularrr 🙂,Neutral
lol this is trash 😒,Negative
ngl this is annoyingggg 😞,Negative
tbh this is annoying 😒,Negative
lowkeyyyy this is awful 👎,Negative
tbh thisss is perfect 🤩,Positive
tbh it was standardddd 🫤,Neutral
best everrrrr 👏 totally helpful,Sarcastic
highkeyyyy this is terrible 😡,Negative
wow amazinggg 🙄 totally helpful,Sarcastic
omg this is eprfecttt ❤️,Positive
greatttt job 🙃 totally helpful,Sarcastic
yeahhh sure 😒 totallyyy helpful,Sarcastic
tbh this is amazing 🔥,Positive
idk it was average 😐,Neutral
lol thisssss is awesome 🤩,Positive
lowkey this is pathetic 😞,Negative
lowkey thissss is terribleeeee 😡,Negative
highkey it was standarddd 🫤,Neutral
omg this is perfecttt 🔥,Positive
idk it was regularrrrr 😐,Neutral
omg this is solidddd ✨,Positive
best ever 😒 totally helpflu,Sarcastic
fr this is terrible 💔,Negative
olwkey thissss is terrible 😭,Negative
ngl it was nomral 😐,Neutral
lowkey this is awesomeee 😍,Positive
wow amazing 🙃 totally ehlpfullll,Sarcastic
best everrrr 😂 totally helpful,Sarcastic
fr it was standardddd 🤷,Neutral
idk it was standardddd 🤷,Neutral
idk it was stadnard 🫤,Neutral
ngl it was normal 🫤,Neutral
ngl it was normal 🙂,Neutral
bro it was regularrrrr 🫤,Neutral
bro it was fineeee 🫤,Neutral
lokwey it was fienee 🫤,Neutral
omg this is greatttt 🔥,Positive
ngl this is terribleeeee 😠,Negative
lowkey this is trash 💔,Negative
highkeyyyyy this is aweosme 😄,Positive
idk it was standard 🙂,Neutral
lol this is amazing 😁,Positive
lol it was standard 🙂,Neutral
ngl thisssss is bad 😞,Negative
fr this is amazignggg ✨,Positive
ngl it was onrmallll 🙂,Neutral
idk this is perefct ✨,Positive
fr it was aevrage 🫤,Neutral
omg this is solidddd 😁,Positive
fr it was nomral 😐,Neutral
yeahhh sure 😂 totally helpuflll,Sarcastic
idk this is amazing 😁,Positive
tbh this is terrible 👎,Negative
highkyeyyy this is worsttt 😤,Negative
yeahhhh sure 🙄 totally helpful,Sarcastic
love thattttt for me 🙄 totally helpful,Sarcastic
omg this is aptheticcc 😡,Negative
tbh it was avreage 🤷,Neutral
tbh thisss is pathetic 😭,Negative
lowkeyyy thissss is bad 😠,Negative
wow amaizng 🙃 totally helpfulll,Sarcastic
love thattttt for me 😒 totallyyyyy heplfullll,Sarcastic
lowkey this is solidddd 😄,Positive
wow maazing 🙄 totallyyyy helpfullll,Sarcastic
tbh it was regular 😐,Neutral
great job 🙄 totally helpfulllll,Sarcastic
omg this is perfecttt 😍,Positive
bro this is awfullll 😠,Negative
idk it was standard 😐,Neutral
omg this is solid 😍,Positive
tbh this is amazing 😄,Positive
tbh it was normalllll 😐,Neutral
ngl this is annoying 😤,Negative
tbh this is trashhh 💔,Negative
loveeeee thatttt for me 🙃 totally hlepful,Sarcastic
ngl thisss is awesomeeeee 🤩,Positive
tbh this is wrost 😭,Negative
idk this is sloid 😄,Positive
besttttt everrr 🙄 totally helpful,Sarcastic
fr it was standard 😐,Neutral
great job 🙄 totallyyyyy ehlpful,Sarcastic
lol it was normalllll 🙂,Neutral
idk it was nromallll 😐,Neutral
highkey this is afwul 😞,Negative
tbh this is fantasticcccc 🤩,Positive
tbh this is awesome 😁,Positive
lowkey it was normalll 🙂,Neutral
omg this is lit 🤩,Positive
yeah sure 😏 totallyyyy helpflu,Sarcastic
bestttt everrr 🙃 totally heplful,Sarcastic
besttttt ever 🙄 totally helpfulllll,Sarcastic
just perfect 😂 totally helpufl,Sarcastic
great job 👏 totalyl helpfulllll,Sarcastic
highkey thisss is lit ❤️,Positive
lowkye this is fantastic 🥳,Positive
highkeyyyy this is trash 😡,Negative
tbh thisss is annoyinggggg 😠,Negative
lol thisss is awesome ❤️,Positive
highkey thisss is aewsomeee 🤩,Positive
just perfect 😏 ttoally helpful,Sarcastic
idk it was standarddddd 🙂,Neutral
lol thisss is bad 😒,Negative
lowkey it was okayyyy 🙂,Neutral
lowkye it was regular 😐,Neutral
idk this is solid 🤩,Positive
great job 😏 totally helpful,Sarcastic
tbh thissss is patheticccc 😞,Negative
bro it was standarddd 😐,Neutral
loveee thattttt for me 😂 toatlly helpful,Sarcastic
lwokey this is solid 🥳,Positive
idk it was fineeeee 🤷,Neutral
lowkeyyyyy this is patheticcc 👎,Negative
best everrrr 🙃 ttoally helpful,Sarcastic
omg thisss is terrible 😠,Negative
lol this is ptahetic 😤,Negative
idk thisssss is awesome ❤️,Positive
fr thissss is annoying 😭,Negative
tbh thisssss is awful 😡,Negative
lowkey it was normal 🫤,Neutral
